번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,2538페이지중 980페이지까지만함
44598,군산역전종합시장,대연상회,"전북 군산시 대명3길 39, 대연상회",황영자,634435615,내의,,,
44597,군산역전종합시장,원두막청과,"전북 군산시 구암3.1로 9, 원두막청과",김영석,634431316,과일,,,
44596,군산역전종합시장,군산상회,"전북 군산시 대명3길 23, 군산상회",원선희,634423301,"건어물,야채",,,
44595,군산역전종합시장,광주상회,"전북 군산시 대명동, 138-149",전숙자,634467637,"건어물,기타식료품",,,
44594,군산주공시장,윤광상회,"전라북도 군산시 신금길 18, 군산공설시장 2층 2034호 윤광상회",이용임,634460035,한복,,,
44593,군산주공시장,7번상회,"전라북도 군산시 신금길 18, 군산공설시장 1층 1097호 7번상회",김훈복,634462697,채소,,,
44592,군산주공시장,군산장터통닭,"전라북도 군산시 하나운안1길 51 (나운동), 6호",박종숙,634613666,즉석식품가공,,,
44591,군산주공시장,웰빙푸드,"전라북도 군산시 하나운안1길 45 (나운동), 2",정해숙,634622756,즉석가공.절임식품,,,
44590,군산주공시장,군산원협중도매인9번,"전라북도 군산시 하나운안1길 51 (나운동), 과일촌",이종원,634652105,중도매인과일,,,
44589,군산주공시장,주공젓갈,"전북 군산시 하나운안 1길 51, 상가7호",장영임,634664586,젓갈,,,
44588,군산주공시장,아리랑청과,"전북 군산시 하나운안 2길 6, 아리랑청과",서정희,634681577,잡화||chr(47)||과일,,,
44587,군산주공시장,우리방앗간,"전라북도 군산시 하나운안1길 49 (나운동), 우리방앗간",원광명,634628977,임가공제분,,,
44586,군산주공시장,나운상회,"전라북도 군산시 하나운2길 6 (나운동), 나운상회",전귀순,634670919,"야채,식료품",,,
44585,군산주공시장,용화상회,"전라북도 군산시 하나운2길 4 (나운동), 용화상회",김성운,634711554,야채,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
44584,군산주공시장,유한회사 효송그린푸드,"전라북도 군산시 회현면 남군산로 863, (유)효송그린푸드",김낭주,634683917,"식품, 젓갈류, 절임식품",,,
44583,군산주공시장,농심축산,"전라북도 군산시 하나운안1길 43 (나운동), 농심축산",조태진,634711465,식육,,,
44582,군산주공시장,영광정육점,"전북 군산시 하나운안 1길 39-1, 영광정육점",백흠천,-,식육,,,
44581,군산주공시장,진도닭집,"전라북도 군산시 하나운안1길 39-1 (나운동), 진도닭집",곽현민,634668690,식육,,,
44580,군산주공시장,자매수산,"전북 군산시 하나운안 1길 49, 자매수산",장순복,-,수산물,,,
44579,군산주공시장,우리고기백화점,"전라북도 군산시 하나운2길 6 (나운동), 우리고기백화점",한은주,634467930,"쇠고기,돼지고기,닭고기",,,
44578,군산주공시장,나운청정수산,"전라북도 군산시 하나운안1길 51 (나운동), 상가8호",김광만,634683074,생선,,,
44577,군산주공시장,보민수산,"전북 군산시 하나운안 1길 43, 보민수산",소정옥,-,생선,,,
44576,군산주공시장,장보고수산,"전라북도 군산시 하나운안1길 51 (나운동), 장보고수산",장진환,634636785,생선,,,
44575,군산주공시장,주공수산물센타,"전라북도 군산시 하나운안1길 51 (나운동), 주공수산물센타",이종웅,634678815,생선,,,
44574,군산주공시장,황가네닭집,"전라북도 군산시 하나운안1길 51 (나운동), 황가네닭집",황두천,634673999,생닭,,,
44573,군산주공시장,송당식품,"전북 군산시 하나운안 1길 47, 송당식품",백영순,634633733,반찬,,,
44572,군산주공시장,서울떡집,"전북 군산시 하나운안 1길 51, 상가4호",김도윤,634660135,떡류,,,
44571,군산주공시장,장수두부,"전라북도 군산시 하나운안1길 43-1 (나운동), 장수두부",손숙희,-,두부.어묵,,,
44570,군산주공시장,명품수산,"전라북도 군산시 하나운안1길 39 (나운동), 명품수산",하상희,6336802812,냉동수산물,,,
44569,군산주공시장,맛자랑식품,"전라북도 군산시 하나운안1길 43-1 (나운동), 맛자랑식품",김경호,634683762,김치절임식품,,,
44568,군산주공시장,제일종합마트,"전라북도 군산시 하나운안1길 39 (나운동), 제일종합마트",서정명,634628515,기타음식료품및일용잡화,,,
44567,군산주공시장,태양초.고추기름,"전라북도 군산시 하나운안1길 43 (나운동), 태양초.고추기름",박겨레,634613786,고추방앗간,,,
44566,군산주공시장,보민씨푸드마켓,"전라북도 군산시 하나운안1길 43-1 (나운동), 보민씨푸드마켓",김보라,-,건어물및젓갈류,,,
44565,군산주공시장,순천상회,"전라북도 군산시 하나운안1길 41 (나운동), 순천상회",박순옥,634686758,건어물.채소,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
44564,군산주공시장,여수건어물,"전라북도 군산시 하나운안1길 45 (나운동), 여수건어물",정해순,634661827,건어물.야채식품,,,
44563,군산주공시장,경숙이건어물식품,"전라북도 군산시 하나운안1길 49 (나운동), 경숙이건어물식품",고덕근,634610937,건어물,,,
44562,군포산본시장,시장회집,"경기도 군포시 산본천로 191(산본동), 103호",오기용,313921118,회판매,,,
44561,군포산본시장,뉴핑크화장품,"경기도 군포시 산본천로 183(산본동), 102호",박미숙,313925252,"화장품,잡화",,,
44560,군포산본시장,알로에마임,"경기도 군포시 산본천로185번길 2층, 알로에마임",김옥호,313950077,화장품,,,
44559,군포산본시장,산본대성곱창,"경기도 군포시 산본천로183번길 4(산본동), 1층",김준수,313940939,한식,,,
44558,군포산본시장,삼촌스토리 산본시장점,"경기도 군포시 산본천로179번길 21(산본동), 삼촌스토리 산본시장점",황수영,313956055,한식,,,
44557,군포산본시장,새바다난바다,"경기도 군포시 산본천로179번길 15, 새바다난바다",정학분,-,한식,,,
44556,군포산본시장,소문난가마솥순대국,"경기도 군포시 산본천로179번길 25(산본동), 1층",고기수,313910079,한식,,,
44555,군포산본시장,오향왕족발,"경기도 군포시 산본천로183번길 8(산본동), 오향왕족발",박기병,313934484,한식,,,
44554,군포산본시장,왕궁장충왕족발,"경기도 군포시 산본천로 191(산본동), 1층 1호",정경숙,313939949,한식,,,
44553,군포산본시장,천하일미닭강정(산본시장점),"경기도 군포시 산본천로179번길 3 (산본동), 1층",박준상,-,한식,,,
44552,군포산본시장,토종순대나라,"경기도 군포시 금산로 92(산본동), 101호",윤인자,313963130,한식,,,
44551,군포산본시장,홍두깨손칼국수,"경기도 군포시 산본천로179번길 25(산본동), 1층",위형하,-,한식,,,
44550,군포산본시장,민속지물포,"경기도 군포시 산본천로 187 (산본동), 민속지물포",신명숙,313931525,"카페트,커텐,천막,지물",,,
44549,군포산본시장,해피론 경아네,"경기도 군포시 산본천로183번길 18(산본동), 1층",한동호,-,침구류,,,
44548,군포산본시장,쉐르빌,"경기도 군포시 금산로 98(산본동), 쉐르빌",임효숙,313985565,침구 및 관련 제품 제조,,,
44547,군포산본시장,수정이불,"경기도 군포시 산본천로 179번길 25, 103(산본동)",김영옥,313946801,침구,,,
44546,군포산본시장,산본참닭강정,"경기도 군포시 산본천로179번길 7, 1층",장한진,313959491,치킨,,,
44545,군포산본시장,짱치킨,"경기도 군포시 산본천로179번길 21 (산본동), 1층 일부호(산본동)",박양희,313937177,치킨,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
44544,군포산본시장,주식회사 하나축산유통,"경기도 군포시 산본천로 179번길 8, 1층",성기석,313941402,축산물,,,
44543,군포산본시장,이레청과,"경기도 군포시 산본동 221-1 11||chr(47)||3, 이레청과",김인환,313933133,청과,,,
44542,군포산본시장,총각네 과일.야채가게,"경기도 군포시 산본천로179번길 21(산본동), 총각네 과일.야채가게",고헌,313937886,청과,,,
44541,군포산본시장,영심이수제돈까스,"경기도 군포시 산본천로183번길 16, 1층",최현정,313922688,즉석판매제조가공업(돈까스),,,
44540,군포산본시장,착한탕국,"경기도 군포시 산본천로 183번길 1층, 착한탕국",김종민,313949482,즉석판매제조가공,,,
44539,군포산본시장,누리반찬,"경기도 군포시 산본천로179번길 21 (산본동), 1층",정형자,313935454,"즉석판매제조, 가공(반찬)",,,
44538,군포산본시장,남궁가족발보쌈,"경기도 군포시 산본천로 193, 2층",남궁대환,313972227,"족발,보쌈",,,
44537,군포산본시장,낙원고추기름집,"경기도 군포시 산본천로179번길 19 (산본동), 낙원고추기름집",배섬두,313944705,제과점,,,
44536,군포산본시장,부흥축산,"경기도 군포시 산본천로 181, 1층",장지숙,313925599,정육,,,
44535,군포산본시장,총각네축산,"경기도 군포시 산본천로179번길 12, 1(산본동, 1층)",이재준,313912675,정육,,,
44534,군포산본시장,까치골,"경기도 군포시 산본천로179번길 9, 1층 (산본동), 까치골",이지혜,312041274,일반한식,,,
44533,군포산본시장,원조장충왕족발,"경기도 군포시 산본천로 181, 1층 (산본동), 원조장충왕족발",김금남,313911254,일반한식,,,
44532,군포산본시장,재경인삼,"경기도 군포시 산본천로 187번길, 재경인삼",이옥주,313937368,"인삼,수삼,담배",,,
44531,군포산본시장,가연,"경기도 군포시 산본천로 179번길 13, (산본동, 1층), 가연",오계화,-,의류,,,
44530,군포산본시장,샤론,"경기도 군포시 산본천로183번길 18(산본동), 1층",한영희,313958370,의류,,,
44529,군포산본시장,속옷란제리,"경기도 군포시 산본천로179번길 14(산본동), 속옷란제리",이희숙,313935198,의류,,,
44528,군포산본시장,이삭의류,"경기도 군포시 산본천로183번길 17(산본동), 이삭의류",전영미,-,의류,,,
44527,군포산본시장,토탈패션영창,"경기도 군포시 산본천로 185(산본동), 토탈패션영창",이강헌,313942679,의류,,,
44526,군포산본시장,김경자의류할인매장,"경기도 군포시 산본천로183번길 17(산본동), 김경자의류할인매장",김순조,313952238,외의,,,
44525,군포산본시장,옴파로스,"경기도 군포시 금산로 84(산본동), 체이스컬트",강신자,313958515,외의,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
44524,군포산본시장,부산어묵,"경기도 군포시 금산로106번길 30-13(산본동), 부산어묵",양재권,313993338,어묵,,,
44523,군포산본시장,생생당약국,"경기도 군포시 산본천로 177(산본동), 1층",박국서,313990996,"양약,한약",,,
44522,군포산본시장,산본보룡약국,"경기도 군포시 금산로 98, 산본보룡약국",최상필,313976556,약국,,,
44521,군포산본시장,충남상회,"경기도 군포시 금산로 96(산본동), 1층",윤영춘,313955516,야채||chr(47)||채소,,,
44520,군포산본시장,우리농산물,"경기도 군포시 금산로 98, 우리농산물",조창수,313953255,"야채,과일",,,
44519,군포산본시장,맛자랑야채,"경기도 군포시 산본천로179번길 11 (산본동), 103호",오진미,-,야채,,,
44518,군포산본시장,알찬농산,"경기도 군포시 산본천로 181(산본동), 1층",구본식,-,야채,,,
44517,군포산본시장,털보야채,"경기도 군포시 산본천로183번길 13(산본동), 털보야채",길태환,313935782,야채,,,
44516,군포산본시장,메리쫑바둑이멍멍,"경기도 군포시 산본천로183번길 5 (산본동), 1층",최지선,314261155,"애견용품및 관련용품, 애견미용",,,
44515,군포산본시장,강화청원농협쌀,"경기도 군포시 산본천로 179번길 17, 1층, 강화청원농협쌀",전홍재,313924747,"쌀,잡곡,김치",,,
44514,군포산본시장,구두공장직판,"경기도 군포시 금산로 84, 구두공장직판",이진석,313937223,신발,,,
44513,군포산본시장,신발나라,"경기도 군포시 산본동 216-3 1층, 신발나라",이민우,313937335,신발,,,
44512,군포산본시장,산본동그랑땡,"경기도 군포시 산본동 221-8, 산본동그랑땡",이금엽,313986554,식품잡화,,,
44511,군포산본시장,땅스 부대찌개,"경기도 군포시 산본천로179번길 12(산본동), 땅스부대찌개",이윤정,-,식품,,,
44510,군포산본시장,한우랑돼지랑,"경기도 군포시 산본천로179번길 24, 외1필지1층",김범석,313958777,"식육,양념육",,,
